FEN,Average Error,Event,Move,Best Move,Player,To Move,White,Black,Round,Result,WhiteElo,BlackElo,Opening,File
3q4/5pk1/1pp1p2p/1b2P1p1/1P1PB3/Q6P/5PP1/6K1 w - - 7 41,3.5337499999999995,FIDE World Championship Match 1969,a3a1,a3e3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3q4/5pk1/1pp1p2p/1b2P1p1/1P1PB3/7P/5PP1/Q5K1 b - - 8 41,2.123928571428571,FIDE World Championship Match 1969,d8e7,d8c7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/q4pk1/1pp1p2p/1b2P1p1/1P1PB3/2Q4P/5PP1/6K1 w - - 11 43,2.2871875,FIDE World Championship Match 1969,g1h2,h3h4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5pk1/1pp1p2p/1b2P1p1/1P1PB3/2Q4P/q4PPK/8 w - - 13 44,3.214242424242424,FIDE World Championship Match 1969,c3f3,c3e3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/5pk1/1pp1p2p/1b2P1p1/1P1PB3/5Q1P/3q1PPK/8 w - - 15 45,6.29103448275862,FIDE World Championship Match 1969,f3f6,g2g3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
6k1/5p2/1pp1pQ1p/1b2P1p1/1P1PB3/7P/3q1PPK/8 w - - 17 46,6.0793333333333335,FIDE World Championship Match 1969,f6d8,e4h7,White,White,"Petrosian, Tigran V","Spassky, Boris V.",6,1/2-1/2,N/A,N/A,Queen's Gambit Declined: Charousek Variation,analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.8174999999999999,FIDE World Championship Match 1969,d7d5,g8f6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,1.383571428571429,FIDE World Championship Match 1969,c7c6,e7e6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,1.096896551724138,FIDE World Championship Match 1969,g8f6,d5c4,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rn1qkb1r/pp3ppp/2p1pn2/5b2/P1BP4/2N1PN2/1P3PPP/R1BQK2R b KQkq - 0 7,1.8997619047619045,FIDE World Championship Match 1969,f8b4,b8d7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qk2r/pp1n1ppp/2p1pn2/5b2/PbBP4/2N1PN2/1P3PPP/R1BQ1RK1 w kq - 3 9,1.6043589743589746,FIDE World Championship Match 1969,d1e2,f3h4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pp1n1ppp/2p1pn2/5b2/PbBP4/2N1PN2/1P2QPPP/R1B2RK1 w - - 5 10,1.7749999999999997,FIDE World Championship Match 1969,e3e4,f3h4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pp1n1ppp/2p1pnb1/8/Pb1PP3/2NB1N2/1P2QPPP/R1B2RK1 b - - 2 11,1.7586486486486486,FIDE World Championship Match 1969,f8e8,c6c5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1n1ppp/2p1pnb1/8/Pb1PP3/2NB1N2/1P2QPPP/R1B2RK1 w - - 3 12,1.2074358974358976,FIDE World Championship Match 1969,e4e5,c1f4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1n1ppp/2p1pnb1/4P3/Pb1P4/2NB1N2/1P2QPPP/R1B2RK1 b - - 0 12,4.013589743589743,FIDE World Championship Match 1969,f6d5,g6d3,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1n1ppp/2p1p1B1/3nP3/Pb1P4/2N2N2/1P2QPPP/R1B2RK1 b - - 0 13,5.445,FIDE World Championship Match 1969,f7g6,h7g6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1n2pp/2p1p1p1/3nP3/Pb1P4/2N2N2/1P2QPPP/R1B2RK1 w - - 0 14,1.6210810810810812,FIDE World Championship Match 1969,c1d2,c3e4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1n2pp/2p1p1p1/3nP3/Pb1P4/2N2N2/1P1BQPPP/R4RK1 b - - 1 14,2.6779545454545453,FIDE World Championship Match 1969,b4e7,b4c3,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1nb1pp/2p1p1p1/3nP3/P2P4/2N2N2/1P1BQPPP/R4RK1 w - - 2 15,1.4034146341463416,FIDE World Championship Match 1969,e2e4,a4a5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp1nb1pp/2p1p1p1/3nP3/P2PQ3/2N2N2/1P1B1PPP/R4RK1 b - - 3 15,2.441,FIDE World Championship Match 1969,d7f8,d7b6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qrnk1/pp2b1pp/2p1p1p1/P2nP3/3PQ3/2N2N2/1P1B1PPP/R4RK1 b - - 0 16,2.8987878787878785,FIDE World Championship Match 1969,a8c8,a8b8,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rqrnk1/pp2b1pp/2p1p1p1/P2nP3/3PQ3/2N2N2/1P1B1PPP/R4RK1 w - - 1 17,1.5089361702127657,FIDE World Championship Match 1969,f1c1,f1d1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rqrnk1/pp2b1pp/2p1p1p1/P2nP3/3PQ3/2N2N2/1P1B1PPP/R1R3K1 b - - 2 17,2.91625,FIDE World Championship Match 1969,a7a6,c6c5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rqrnk1/1p2b1pp/p1p1p1p1/P2nP3/3PQ3/2N2N2/1P1B1PPP/R1R3K1 w - - 0 18,1.5579545454545454,FIDE World Championship Match 1969,e4g4,c3a4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rqrnk1/1p2b1pp/p1p1p1p1/P2nP3/3P2Q1/2N2N2/1P1B1PPP/R1R3K1 b - - 1 18,3.1145161290322583,FIDE World Championship Match 1969,h7h6,c6c5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1rnk1/1p1qb1p1/p1p1p1pp/P2nP3/3PN1Q1/5N2/1P1B1PPP/R1R3K1 w - - 2 20,1.7484444444444442,FIDE World Championship Match 1969,h2h4,f3e1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr1nk1/1p1qb1p1/p1p1p1pp/P2nP3/2RPN1QP/5N2/1P1B1PP1/R5K1 b - - 2 21,3.374666666666668,FIDE World Championship Match 1969,d7e8,d5c7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rrqnk1/1p2b1p1/p1p1p1pp/P2nP3/2RPN1QP/5N2/1P1B1PP1/R5K1 w - - 3 22,1.6440425531914886,FIDE World Championship Match 1969,a1c1,f3e1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rrqnk1/1p2b1p1/p1p1p1pp/P2nP3/2RPN1QP/5N2/1P1B1PP1/2R3K1 b - - 4 22,3.1790322580645154,FIDE World Championship Match 1969,c8c7,e8f7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3rqnk1/1pr1b1p1/p1p1p1pp/P2nP3/2RPN1QP/5N2/1P1B1PP1/2R3K1 w - - 5 23,1.7054545454545456,FIDE World Championship Match 1969,e4g3,f3e1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3rqnk1/1pr1b1p1/p1p1p1pp/P2nP3/2RP2QP/5NN1/1P1B1PP1/2R3K1 b - - 6 23,2.87375,FIDE World Championship Match 1969,e8f7,c7d7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1nk1/1p1rbqp1/p1p1p1pp/P2nP3/2RP2QP/6N1/1P1B1PP1/2R1N1K1 w - - 9 25,1.957111111111112,FIDE World Championship Match 1969,e1f3,e1d3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1nk1/1p1rbqp1/p1p1p1pp/P2nP3/2RP2QP/5NN1/1P1B1PP1/2R3K1 b - - 10 25,3.0903030303030303,FIDE World Championship Match 1969,d7c7,d5c7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1nk1/1pr1bqp1/p1p1p1pp/P2nP3/2RP2QP/5NN1/1P1B1PP1/2R3K1 w - - 11 26,1.9055813953488372,FIDE World Championship Match 1969,g4e4,f3e1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1nk1/1pr1bqp1/p1p1p1pp/P2nP3/2RPQ2P/5NN1/1P1B1PP1/2R3K1 b - - 12 26,3.183142857142857,FIDE World Championship Match 1969,c7d7,f8h7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r1nk1/1p1rbqp1/p1p1p1pp/P2nP3/2RPQ2P/5NN1/1P1B1PP1/2R3K1 w - - 13 27,1.6775555555555561,FIDE World Championship Match 1969,e4g4,c1e1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",7,1/2-1/2,N/A,N/A,"Slav Defense: Czech Variation, Dutch Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
